id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
GRIN2A	10	0.087445	0.21428	0.999255	243	1	0.42932	0.88428	0.98283	0.999972	1182	5	0.42932
C10orf54	35	0.08816	0.30805	0.999255	244	10	1.5049	0.45395	0.89934	0.999972	902	23	1.5049
KIAA1456	77	0.088751	0.36424	0.999255	245	13	3.8445	5.1121e-06	0.00012477	0.153465	1	58	3.8445
PPARA	9	0.089118	0.21044	0.999255	246	1	0.562	0.76189	0.94828	0.999972	1119	5	0.562
GLRA3	10	0.089828	0.21893	0.999255	247	2	3.4208	0.049798	0.21539	0.854484	248	8	3.4208
CARM1	9	0.090712	0.21284	0.999255	248	3	0.83324	0.58428	0.88051	0.999972	1006	6	0.83324
SYT2	9	0.091043	0.21341	0.999255	249	2	2.8204	0.050157	0.20758	0.854484	253	6	2.8204
RPS6KA5	9	0.091261	0.21377	0.999255	250	2	3.0214	0.2825	0.64121	0.999972	742	5	3.0214
GABBR1	10	0.091413	0.22196	0.999255	251	1	3.0184	0.27126	0.6451	0.999972	726	7	3.0184
ARID4B	9	0.091871	0.21476	0.999255	252	2	4.8699	0.016019	0.086553	0.73421	117	7	4.8699
SLC6A4	10	0.092051	0.22333	0.999255	253	3	2.0151	0.47201	0.82157	0.999972	923	6	2.0151
USP16	10	0.092079	0.22341	0.999255	254	4	1.7903	0.23549	0.59611	0.997844	664	6	1.7903
CACNA1B	10	0.092205	0.22379	0.999255	255	3	1.3673	0.33949	0.71163	0.999972	803	5	1.3673
DHFR	10	0.092239	0.22381	0.999255	256	2	2.9332	0.21351	0.56277	0.984312	625	8	2.9332
HCAR3	9	0.092688	0.21606	0.999255	257	2	3.463	0.11649	0.38612	0.956	430	6	3.463
PROS1	9	0.093077	0.21672	0.999255	258	3	1.2701	0.69087	0.92447	0.999972	1078	5	1.2701
ING5	10	0.093786	0.22672	0.999255	259	3	1.0658	0.67982	0.92602	0.999972	1071	5	1.0658
RARA	10	0.093826	0.22679	0.999255	260	3	0.61909	0.16364	0.48089	0.968599	549	5	0.61909
SFPQ	9	0.093893	0.21805	0.999255	261	2	0.44855	0.61667	0.89787	0.999972	1028	4	0.44855
SUV420H2	9	0.093923	0.21809	0.999255	262	3	-0.46326	0.65511	0.91147	0.999972	1056	4	-0.46326
MC2R	9	0.095535	0.22043	0.999255	263	1	0.66525	0.58428	0.88051	0.999972	1008	6	0.66525
DTX3L	9	0.096171	0.22135	0.999255	264	3	4.0244	0.094609	0.33255	0.920737	382	5	4.0244
TRMT10A	24	0.097686	0.29554	0.999255	265	3	3.8114	0.0045964	0.043931	0.635702	55	19	3.8114
CAT	9	0.09822	0.22441	0.999255	266	3	3.769	0.18378	0.50414	0.97442	579	6	3.769
HTR6	9	0.098374	0.2246	0.999255	267	2	2.3695	0.11321	0.37863	0.956	420	7	2.3695
KDM7A	9	0.098601	0.22491	0.999255	268	3	2.5867	0.39018	0.75021	0.999972	849	5	2.5867
CTRL0080	1	0.099681	0.1001	0.929438	269	1	-2.284	0.90032	0.90132	0.999972	1190	0	-2.284
CHD5	9	0.10114	0.22867	0.999255	270	3	2.5452	0.35905	0.72559	0.999972	822	5	2.5452
luciferase:1293-1312_luciferase_-	1	0.10141	0.10198	0.929438	271	1	-1.2235	0.89859	0.89947	0.999972	1189	0	-1.2235
KDM3A	9	0.10191	0.22973	0.999255	272	3	1.8292	0.0016416	0.011048	0.38826	29	6	1.8292
ITGA2B	10	0.10224	0.24321	0.999255	273	4	-0.48825	0.87835	0.98163	0.999972	1180	2	-0.48825
CHRM3	10	0.10266	0.24412	0.999255	274	3	-0.21518	0.22019	0.57317	0.991689	641	4	-0.21518
CRTC2	9	0.10403	0.23283	0.999255	275	1	2.2365	0.13409	0.4215	0.956	475	7	2.2365
FLT3	10	0.10407	0.24684	0.999255	276	3	2.564	0.15362	0.46286	0.966486	526	7	2.564
CA7	10	0.10517	0.24904	0.999255	277	3	0.55586	0.043586	0.19435	0.854484	227	5	0.55586
TRMT10B	18	0.10566	0.29458	0.999255	278	5	0.77319	0.034825	0.19996	0.854484	196	9	0.77319
WDR92	10	0.10791	0.2532	0.999255	279	3	1.3802	0.63489	0.90821	0.999972	1044	6	1.3802
CDK6	9	0.10852	0.23924	0.999255	280	3	-0.23673	0.58466	0.88067	0.999972	1009	4	-0.23673
KDM5B	9	0.10881	0.23968	0.999255	281	3	-0.46326	0.71854	0.93391	0.999972	1097	4	-0.46326
RSAD1	26	0.10912	0.33124	0.999255	282	6	1.2231	0.5711	0.93517	0.999972	998	15	1.2231
PSMD2	8	0.10948	0.22745	0.999255	283	3	0.42093	0.80253	0.95402	0.999972	1144	4	0.42093
RRM1	8	0.11049	0.22922	0.999255	284	3	0.17569	0.69482	0.92047	0.999972	1079	3	0.17569
ASH1L	9	0.11056	0.24223	0.999255	285	2	4.0505	0.095345	0.33442	0.920737	384	6	4.0505
NPR1	10	0.11064	0.25667	0.999255	286	3	1.8813	0.22707	0.58374	0.99239	653	7	1.8813
KCNJ1	8	0.11072	0.22954	0.999255	287	2	2.1667	0.034327	0.15411	0.830284	194	6	2.1667
CACNB4	9	0.11084	0.24261	0.999255	288	3	2.3076	0.47165	0.80959	0.999972	918	5	2.3076
M6PR	8	0.11089	0.22981	0.999255	289	3	0.044177	0.56625	0.85427	0.999972	994	3	0.044177
BGLAP	9	0.11106	0.24288	0.999255	290	2	1.9614	0.37311	0.73708	0.999972	833	6	1.9614
CACNA1F	10	0.11113	0.25729	0.999255	291	2	0.9161	0.039783	0.18114	0.854484	216	7	0.9161
DDB1	7	0.11182	0.2297	0.999255	292	3	1.0831	0.18293	0.47293	0.966486	575	4	1.0831
CD247	10	0.11249	0.25902	0.999255	293	3	2.7264	0.31857	0.6926	0.999972	777	6	2.7264
TAF1	9	0.11334	0.24614	0.999255	294	3	0.27578	0.28311	0.64203	0.999972	744	4	0.27578
CDY2A	10	0.11412	0.26081	0.999255	295	1	2.6649	0.13863	0.43496	0.956	492	7	2.6649
FADS1	9	0.11454	0.24795	0.999255	296	1	2.4319	0.11545	0.3837	0.956	425	7	2.4319
PRMT6	68	0.11556	0.41911	0.999255	297	11	2.2284	0.035485	0.27291	0.906682	200	46	2.2284
KCNA7	10	0.11642	0.26366	0.999255	298	3	1.0544	0.43443	0.79333	0.999972	890	5	1.0544
FCGR1A	10	0.11644	0.26368	0.999255	299	1	2.1054	0.43648	0.79486	0.999972	892	6	2.1054
PPP5C	10	0.11799	0.2655	0.999255	300	2	0.81925	0.56559	0.87751	0.999972	993	6	0.81925
MAVS	93	0.11825	0.44899	0.999255	301	15	1.8558	0.10921	0.56175	0.984312	411	65	1.8558
ADH1A	9	0.11869	0.25374	0.999255	302	2	3.6259	0.13571	0.42431	0.956	479	5	3.6259
USP22	8	0.11978	0.2437	0.999255	303	2	1.8872	0.52477	0.83019	0.999972	967	5	1.8872
TUBB1	10	0.12022	0.26827	0.999255	304	3	-0.41031	0.82696	0.97016	0.999972	1160	2	-0.41031
POLB	10	0.1203	0.26838	0.999255	305	2	0.55162	0.45861	0.8114	0.999972	907	4	0.55162
AURKB	9	0.1208	0.25673	0.999255	306	3	1.2923	0.50179	0.83031	0.999972	954	6	1.2923
PDGFRA	8	0.12126	0.24606	0.999255	307	3	3.1499	0.181	0.48974	0.970735	572	5	3.1499
MGAM	10	0.12204	0.27078	0.999255	308	3	0.24977	0.59881	0.89239	0.999972	1017	4	0.24977
SLC25A5	9	0.12242	0.25899	0.999255	309	3	-0.81337	0.20312	0.5336	0.980162	610	4	-0.81337
MORF4L1	8	0.1225	0.24802	0.999255	310	3	0.66648	0.63018	0.88825	0.999972	1041	4	0.66648
METTL14	12	0.12347	0.2869	0.999255	311	1	4.2855	0.0016915	0.014163	0.423553	31	11	4.2855
IFIH1	15	0.12392	0.30866	0.999255	312	4	3.6054	0.023457	0.13813	0.802733	156	11	3.6054
EDNRA	10	0.12463	0.27424	0.999255	313	2	1.9552	0.073241	0.28784	0.906682	325	6	1.9552
KCNA5	9	0.12495	0.2625	0.999255	314	3	4.5196	0.050045	0.20717	0.854484	251	6	4.5196
RET	8	0.12548	0.2525	0.999255	315	2	1.0043	0.12794	0.38998	0.956	455	4	1.0043
PLA2G1B	10	0.1272	0.27754	0.999255	316	1	3.6667	0.11945	0.39692	0.956	434	6	3.6667
SUV39H1	10	0.12796	0.27859	0.999255	317	1	1.6723	0.12836	0.415	0.956	457	8	1.6723
TRPM8	8	0.12855	0.2571	0.999255	318	2	3.2349	0.25327	0.58564	0.993561	698	6	3.2349
SETD7	9	0.12896	0.26794	0.999255	319	2	0.9325	0.14611	0.4416	0.961351	506	5	0.9325
WDR75	10	0.13103	0.28271	0.999255	320	3	0.93328	0.68151	0.92676	0.999972	1074	6	0.93328
ITGAV	10	0.13103	0.28271	0.999255	321	3	2.0217	0.28311	0.6571	0.999972	743	6	2.0217
SLC5A2	8	0.13344	0.26486	0.999255	322	1	3.4039	0.13849	0.41202	0.956	490	5	3.4039
GANAB	9	0.13388	0.27473	0.999255	323	2	0.39908	0.72729	0.93673	0.999972	1099	4	0.39908
ZNF335	9	0.13758	0.28006	0.999255	324	2	0.83324	0.77313	0.95192	0.999972	1126	5	0.83324
MAPK11	10	0.13767	0.29144	0.999255	325	2	-0.63832	0.89066	0.98403	0.999972	1184	4	-0.63832
SLC12A2	9	0.13798	0.28055	0.999255	326	2	2.2496	0.45979	0.80089	0.999972	908	5	2.2496
ADORA3	9	0.13866	0.28152	0.999255	327	1	2.8711	0.075663	0.28071	0.906682	330	7	2.8711
SERPIND1	9	0.13934	0.2825	0.999255	328	3	1.4028	0.68221	0.92156	0.999972	1076	5	1.4028
MMP9	9	0.13973	0.28318	0.999255	329	2	1.9614	0.5032	0.83129	0.999972	956	6	1.9614
HENMT1	17	0.14037	0.34339	0.999255	330	5	1.5049	0.50023	0.88016	0.999972	952	10	1.5049
luciferase:1224-1243_luciferase_+	1	0.14112	0.14133	0.999255	331	1	-2.3851	0.85888	0.85984	0.999972	1172	0	-2.3851
UBE2B	9	0.14191	0.2862	0.999255	332	3	2.7943	0.1208	0.39582	0.956	440	6	2.7943
SCNN1G	9	0.14205	0.28641	0.999255	333	1	2.8253	0.18884	0.51225	0.97442	587	6	2.8253
PLK1	10	0.1429	0.29823	0.999255	334	3	1.0311	0.70216	0.93483	0.999972	1085	5	1.0311
luciferase:1410-1429_luciferase_+	1	0.14415	0.14436	0.999255	335	1	-1.4369	0.85585	0.85656	0.999972	1171	0	-1.4369
GRIN2C	9	0.14423	0.28948	0.999255	336	3	-0.46326	0.91539	0.98632	0.999972	1198	2	-0.46326
ALOX5	9	0.14423	0.28948	0.999255	337	3	2.5826	0.059372	0.23506	0.876133	289	6	2.5826
PSMB2	8	0.14434	0.28149	0.999255	338	2	1.0498	0.67197	0.90929	0.999972	1067	5	1.0498
GRIK1	10	0.14449	0.30034	0.999255	339	3	0.90996	0.22253	0.57689	0.99239	645	7	0.90996
CYP11B1	10	0.14726	0.30399	0.999255	340	3	3.0416	0.20688	0.55256	0.984312	617	7	3.0416
GABRR1	10	0.14835	0.30532	0.999255	341	1	4.1433	0.011689	0.069488	0.689277	97	8	4.1433
MED24	8	0.14953	0.28963	0.999255	342	3	0.070086	0.93707	0.9875	0.999972	1206	3	0.070086
HDAC9	9	0.15016	0.29785	0.999255	343	2	2.3511	0.17682	0.49356	0.972764	563	7	2.3511
SCNN1D	10	0.15134	0.30906	0.999255	344	1	2.818	0.13859	0.43484	0.956	491	6	2.818
MMP21	10	0.15135	0.30909	0.999255	345	3	-0.25476	0.91321	0.98831	0.999972	1197	4	-0.25476
LacZ:1542-1561_LacZ_-	1	0.15157	0.15126	0.999255	346	1	-1.1285	0.84843	0.8492	0.999972	1169	0	-1.1285
PDE8B	9	0.15215	0.3007	0.999255	347	3	0.79742	0.053151	0.21675	0.854484	267	5	0.79742
SI	9	0.15367	0.30272	0.999255	348	3	0.83324	0.64655	0.90845	0.999972	1049	5	0.83324
KCNB2	10	0.15369	0.31166	0.999255	349	3	1.4623	0.36459	0.7345	0.999972	825	6	1.4623
EDNRB	10	0.1539	0.31196	0.999255	350	3	1.3626	0.11633	0.39081	0.956	429	6	1.3626
CTRL0037	1	0.15425	0.15376	0.999255	351	1	-1.2021	0.84575	0.84657	0.999972	1166	0	-1.2021
ESRRG	10	0.15666	0.31555	0.999255	352	3	2.5172	0.28505	0.65894	0.999972	746	6	2.5172
CYP17A1	9	0.15686	0.30693	0.999255	353	2	0.66525	0.81135	0.96388	0.999972	1150	5	0.66525
SRC	9	0.15692	0.30701	0.999255	354	2	-0.2565	0.89828	0.9829	0.999972	1188	4	-0.2565
PTGS2	10	0.15716	0.31616	0.999255	355	2	4.0241	0.019218	0.10317	0.773132	134	8	4.0241
HDAC3	10	0.15728	0.31626	0.999255	356	2	0.99121	0.65955	0.91809	0.999972	1059	6	0.99121
JMJD6	10	0.15815	0.31733	0.999255	357	3	1.9481	0.49393	0.83719	0.999972	946	6	1.9481
RPL6	8	0.1587	0.30362	0.999255	358	1	-0.32169	0.65153	0.89906	0.999972	1051	3	-0.32169
RXRB	9	0.15886	0.30973	0.999255	359	3	3.9266	0.0057206	0.034867	0.548502	62	5	3.9266
SAP130	8	0.1593	0.30462	0.999255	360	3	1.5745	0.39844	0.74244	0.999972	857	4	1.5745
VKORC1	9	0.15952	0.31065	0.999255	361	1	2.123	0.27059	0.62649	0.999972	724	7	2.123
KCNA4	9	0.16152	0.31321	0.999255	362	3	1.1768	0.737	0.93999	0.999972	1109	5	1.1768
NSD1	10	0.16317	0.32347	0.999255	363	2	1.7891	0.48736	0.83277	0.999972	937	7	1.7891
VEGFB	10	0.1644	0.32509	0.999255	364	3	2.9346	0.26204	0.63422	0.999972	713	7	2.9346
RPL3	7	0.16472	0.29586	0.999255	365	2	-0.46326	0.98245	0.99507	0.999972	1222	1	-0.46326
CTRL0085	1	0.16534	0.1646	0.999255	366	1	-1.8333	0.83466	0.83558	0.999972	1163	0	-1.8333
ODC1	10	0.16705	0.32834	0.999255	367	2	3.3403	0.1857	0.5187	0.975649	582	6	3.3403
TRPV1	9	0.16709	0.32121	0.999255	368	3	1.4161	0.39377	0.75266	0.999972	853	5	1.4161
HUWE1	8	0.16754	0.3165	0.999255	369	3	1.3302	0.27821	0.61564	0.997844	739	5	1.3302
PLAUR	9	0.16814	0.32278	0.999255	370	2	0.65543	0.54276	0.85601	0.999972	980	5	0.65543
USP15	10	0.16831	0.3301	0.999255	371	2	2.9127	0.11107	0.38001	0.956	416	6	2.9127
LacZ:1324-1343_LacZ_-	1	0.1688	0.16824	0.999255	372	1	-0.83095	0.8312	0.83205	0.999972	1162	0	-0.83095
PRKCB	9	0.1688	0.32371	0.999255	373	1	2.4315	0.070353	0.26624	0.90234	316	7	2.4315
CYP19A1	10	0.16904	0.33097	0.999255	374	1	3.9444	0.090199	0.33448	0.920737	376	7	3.9444
KMT2B	10	0.1705	0.33293	0.999255	375	2	-0.46326	0.80653	0.96525	0.999972	1145	3	-0.46326
POLA1	8	0.17109	0.32143	0.999255	376	2	-0.28827	0.99178	0.99773	0.999972	1225	2	-0.28827
FDPS	10	0.17123	0.33399	0.999255	377	2	1.8425	0.43273	0.79195	0.999972	886	7	1.8425
ANXA1	10	0.17142	0.33422	0.999255	378	2	3.472	0.073863	0.28963	0.906682	328	8	3.472
KCNK9	9	0.17209	0.32823	0.999255	379	2	1.8216	0.13313	0.4196	0.956	472	6	1.8216
PSMB1	9	0.17331	0.32984	0.999255	380	2	1.1548	0.30325	0.66702	0.999972	759	6	1.1548
MPL	10	0.17425	0.33785	0.999255	381	3	-0.074062	0.62939	0.90555	0.999972	1038	5	-0.074062
CSF2RA	8	0.17513	0.32736	0.999255	382	3	0.51022	0.098717	0.32529	0.91863	392	4	0.51022
ESR1	10	0.1765	0.34072	0.999255	383	3	4.099	0.046085	0.2028	0.854484	236	7	4.099
MAP3K7	9	0.17928	0.33842	0.999255	384	2	2.5579	0.18425	0.50486	0.97442	580	6	2.5579
SETD6	9	0.17931	0.33851	0.999255	385	3	-0.46326	0.70602	0.92945	0.999972	1088	3	-0.46326
IL1B	10	0.1796	0.34453	0.999255	386	2	4.2202	0.022719	0.11755	0.789172	154	7	4.2202
DRD3	9	0.17971	0.33909	0.999255	387	3	0.55162	0.081941	0.29785	0.911321	353	3	0.55162
TUBB4B	8	0.17993	0.33473	0.999255	388	2	0.92112	0.68854	0.91739	0.999972	1077	4	0.92112
CTRL0029	1	0.18093	0.1799	0.999255	389	1	-0.53253	0.81907	0.82028	0.999972	1154	0	-0.53253
METAP2	10	0.18103	0.34631	0.999255	390	2	2.6691	0.19569	0.53515	0.980162	598	6	2.6691
SIRT3	9	0.18134	0.34117	0.999255	391	3	1.9575	0.5993	0.88906	0.999972	1019	5	1.9575
PROC	10	0.18187	0.34714	0.999255	392	3	-0.37598	0.31192	0.68602	0.999972	766	3	-0.37598
BRCA2	10	0.18283	0.34839	0.999255	393	3	1.2934	0.26129	0.63313	0.999972	711	7	1.2934
WDR5	9	0.183	0.3437	0.999255	394	2	-0.46326	0.38694	0.74768	0.999972	848	4	-0.46326
OGT	9	0.18343	0.34422	0.999255	395	2	-0.46326	0.93135	0.98952	0.999972	1201	3	-0.46326
PAF1	9	0.18572	0.34726	0.999255	396	2	2.7356	0.32255	0.68961	0.999972	781	6	2.7356
RARG	9	0.18579	0.34734	0.999255	397	2	2.8918	0.15185	0.45191	0.966486	524	6	2.8918
SMYD2	10	0.18639	0.35291	0.999255	398	3	1.1712	0.24151	0.60514	0.997844	676	7	1.1712
ALKBH5	37	0.18657	0.49602	0.999255	399	9	2.6903	0.13827	0.5617	0.984312	488	23	2.6903
AAVS	92	0.18724	0.58229	0.999255	400	19	1.6688	0.14361	0.64262	0.999972	503	60	1.6688
CTRL0089	1	0.18896	0.18807	0.999255	401	1	-0.31546	0.81104	0.8124	0.999972	1149	0	-0.31546
RPL5	9	0.19017	0.3535	0.999255	402	3	0.68108	0.82546	0.96818	0.999972	1159	5	0.68108
SLC12A4	10	0.19071	0.35825	0.999255	403	2	1.4065	0.32601	0.6993	0.999972	785	5	1.4065
CTRL0010	1	0.19077	0.18986	0.999255	404	1	-0.33108	0.80923	0.81069	0.999972	1147	0	-0.33108
DRD5	7	0.19103	0.32188	0.999255	405	1	5.6576	0.021119	0.095657	0.760948	147	5	5.6576
MMP20	10	0.19142	0.35914	0.999255	406	1	4.2666	0.044183	0.19635	0.854484	229	7	4.2666
TAF1L	10	0.19285	0.36108	0.999255	407	2	2.0901	0.28143	0.65534	0.999972	741	7	2.0901
ATP2C1	9	0.19352	0.35794	0.999255	408	2	3.3876	0.064136	0.24844	0.885811	303	7	3.3876
ENY2	9	0.19366	0.35818	0.999255	409	2	1.5465	0.49852	0.82803	0.999972	949	6	1.5465
SIN3A	10	0.19378	0.36225	0.999255	410	3	0.060511	0.90283	0.98675	0.999972	1193	5	0.060511
ING3	9	0.1948	0.35986	0.999255	411	1	2.4507	0.2568	0.60896	0.997844	705	6	2.4507
SNAP25	8	0.19549	0.35155	0.999255	412	2	2.2955	0.43769	0.7778	0.999972	893	5	2.2955
NTSR2	10	0.19569	0.36462	0.999255	413	2	0.37716	0.88596	0.98315	0.999972	1183	4	0.37716
KAT6B	9	0.19672	0.36244	0.999255	414	1	2.5867	0.036188	0.16178	0.839642	203	8	2.5867
ADRA1D	9	0.19768	0.36371	0.999255	415	3	1.955	0.34562	0.71477	0.999972	813	5	1.955
GRIN2B	10	0.19812	0.36759	0.999255	416	3	0.0099334	0.95285	0.99389	0.999972	1209	3	0.0099334
PBX1	9	0.19889	0.36538	0.999255	417	3	0.83324	0.60443	0.89157	0.999972	1022	5	0.83324
MTR	9	0.19905	0.36553	0.999255	418	3	0.23055	0.78581	0.95582	0.999972	1134	4	0.23055
RAF1	10	0.19913	0.36896	0.999255	419	3	1.1155	0.68151	0.92676	0.999972	1075	6	1.1155
WDR61	10	0.19913	0.36896	0.999255	420	3	3.4286	0.12079	0.39975	0.956	439	6	3.4286
RXRA	9	0.19928	0.36583	0.999255	421	1	5.4207	0.0031536	0.020418	0.448462	48	6	5.4207
KMT2E	10	0.19974	0.36969	0.999255	422	3	7.0953	5.3994e-05	0.0004709	0.247834	3	7	7.0953
PPM1F	10	0.19994	0.36996	0.999255	423	2	2.8904	0.31398	0.6882	0.999972	770	6	2.8904
FGF1	9	0.20119	0.36833	0.999255	424	2	3.8897	0.12546	0.40588	0.956	446	7	3.8897
SETD1B	9	0.20122	0.36839	0.999255	425	2	4.4723	0.031878	0.1473	0.82356	186	5	4.4723
NPC1L1	10	0.20206	0.37256	0.999255	426	2	3.2704	0.20334	0.54709	0.984312	612	7	3.2704
KCNH2	9	0.20337	0.37136	0.999255	427	3	0.48313	0.48101	0.81606	0.999972	930	4	0.48313
HPRT1	10	0.20487	0.37617	0.999255	428	2	2.5475	0.05882	0.24479	0.884436	287	7	2.5475
GABRG2	10	0.20507	0.37639	0.999255	429	3	1.4408	0.57923	0.88378	0.999972	1003	5	1.4408
VAMP2	9	0.20766	0.37709	0.999255	430	2	3.9519	0.12854	0.41123	0.956	460	6	3.9519
MYSM1	9	0.20766	0.37709	0.999255	431	2	1.2509	0.21946	0.55717	0.984312	639	6	1.2509
SIN3B	10	0.20838	0.38048	0.999255	432	2	0.88953	0.2245	0.57986	0.99239	647	6	0.88953
LacZ:1040-1059_LacZ_-	1	0.20907	0.20855	0.999255	433	0	-0.346	0.79093	0.79276	0.999972	1139	0	-0.346
PDE7B	10	0.20978	0.38217	0.999255	434	2	1.4073	0.03693	0.17097	0.854484	206	7	1.4073
DBH	10	0.21047	0.38309	0.999255	435	1	0.59912	0.6618	0.91885	0.999972	1060	5	0.59912
VWF	10	0.21117	0.3839	0.999255	436	2	2.1457	0.2273	0.58414	0.99239	655	7	2.1457
RCOR1	9	0.21132	0.38209	0.999255	437	2	3.1979	0.24394	0.59137	0.997779	682	5	3.1979
PTGFR	10	0.21385	0.38725	0.999255	438	2	4.1752	0.055501	0.23447	0.876133	278	7	4.1752
TADA3	9	0.21488	0.38702	0.999255	439	3	-0.46326	0.50031	0.82929	0.999972	953	4	-0.46326
CAMLG	9	0.21492	0.38711	0.999255	440	3	-0.46326	0.61833	0.8984	0.999972	1030	3	-0.46326
TUBB	10	0.21614	0.39003	0.999255	441	3	2.1273	0.0354	0.16578	0.853163	199	6	2.1273
CHRNA10	10	0.21619	0.39009	0.999255	442	3	0.54787	0.50402	0.84433	0.999972	957	5	0.54787
ADRA2A	10	0.21881	0.3936	0.999255	443	3	0.66744	0.7448	0.94989	0.999972	1112	5	0.66744
SCN3B	10	0.22109	0.39654	0.999255	444	3	1.7311	0.06635	0.26799	0.905573	310	7	1.7311
PARP3	10	0.22109	0.39654	0.999255	445	3	0.49459	0.26618	0.63988	0.999972	717	5	0.49459
CTRL0071	1	0.22155	0.22111	0.999255	446	0	-0.85273	0.77845	0.78046	0.999972	1129	0	-0.85273
KCNJ8	10	0.22157	0.3973	0.999255	447	1	2.3282	0.14919	0.45545	0.966486	518	8	2.3282
IL6	10	0.22187	0.39764	0.999255	448	2	3.5835	0.015019	0.085813	0.732983	114	8	3.5835
COPRS	9	0.22257	0.39724	0.999255	449	1	4.3727	0.029706	0.14035	0.802733	181	8	4.3727
GSR	10	0.22301	0.39898	0.999255	450	3	3.8247	0.018409	0.099859	0.773132	131	7	3.8247
TRMT10C	14	0.22412	0.44203	0.999255	451	4	2.0277	0.46874	0.84874	0.999972	915	8	2.0277
TLR7	10	0.22493	0.40142	0.999255	452	3	2.2709	0.39872	0.76419	0.999972	858	7	2.2709
CCDC101	9	0.22536	0.40087	0.999255	453	3	0.55162	0.65646	0.912	0.999972	1057	4	0.55162
MS4A2	10	0.2257	0.40231	0.999255	454	1	1.4598	0.14646	0.45024	0.966486	507	7	1.4598
TH	8	0.22627	0.3785	0.999255	455	2	2.0651	0.21789	0.54028	0.980162	637	5	2.0651
CHRM5	9	0.22678	0.40273	0.999255	456	3	1.5049	0.65376	0.91102	0.999972	1054	5	1.5049
TNFRSF8	9	0.22678	0.40273	0.999255	457	3	2.3435	0.3865	0.74738	0.999972	846	6	2.3435
TYR	10	0.22707	0.40402	0.999255	458	3	2.5444	0.16904	0.4901	0.970735	555	7	2.5444
BRMS1	9	0.22814	0.4045	0.999255	459	1	2.5579	0.099507	0.34491	0.936518	394	7	2.5579
TLR9	10	0.22828	0.40561	0.999255	460	2	2.9573	0.15901	0.4728	0.966486	537	7	2.9573
SUZ12	10	0.22912	0.40673	0.999255	461	2	5.738	0.0015334	0.010903	0.38826	28	8	5.738
YEATS2	10	0.23048	0.40836	0.999255	462	1	0.92112	0.005598	0.036501	0.5612	61	5	0.92112
NOS3	9	0.23061	0.40796	0.999255	463	2	1.6956	0.1646	0.47306	0.966486	551	6	1.6956
KCNK3	9	0.23306	0.41146	0.999255	464	3	0.24248	0.58539	0.88108	0.999972	1010	4	0.24248
IL3RA	10	0.23321	0.4118	0.999255	465	2	2.2168	0.32998	0.70293	0.999972	787	7	2.2168
ADORA2A	10	0.23457	0.41343	0.999255	466	1	3.252	0.078667	0.30326	0.914228	344	8	3.252
SCTR	10	0.235	0.41397	0.999255	467	3	0.99909	0.16758	0.48754	0.970337	554	5	0.99909
CTRL0001	1	0.23679	0.23665	0.999255	468	0	-0.81337	0.76321	0.76508	0.999972	1121	0	-0.81337
luciferase:649-668_luciferase_-	1	0.23679	0.23665	0.999255	469	0	-0.81337	0.76321	0.76508	0.999972	1120	0	-0.81337
SLC18A2	8	0.23724	0.38824	0.999255	470	2	0.4362	0.77827	0.94721	0.999972	1128	4	0.4362
PRMT2	9	0.23735	0.41721	0.999255	471	2	2.6376	0.35743	0.72441	0.999972	819	6	2.6376
PRDM9	10	0.23795	0.41792	0.999255	472	2	2.249	0.242	0.6057	0.997844	679	6	2.249
ASIC1	10	0.23969	0.42015	0.999255	473	2	2.9659	0.1465	0.45034	0.966486	508	7	2.9659
KANSL3	9	0.23973	0.42026	0.999255	474	2	2.3695	0.30196	0.66541	0.999972	757	6	2.3695
GABRD	9	0.23979	0.42032	0.999255	475	2	-0.46326	0.21374	0.54903	0.984312	627	4	-0.46326
KAT8	8	0.23996	0.39054	0.999255	476	1	-0.46326	0.93625	0.98731	0.999972	1204	2	-0.46326
TPO	9	0.2404	0.42077	0.999255	477	2	1.0938	0.52651	0.84598	0.999972	968	6	1.0938
SLC7A11	9	0.24198	0.42197	0.999255	478	2	2.8204	0.079072	0.29005	0.906682	346	7	2.8204
LHCGR	10	0.24469	0.42641	0.999255	479	1	4.8383	0.018935	0.10213	0.773132	133	7	4.8383
RAMP2	8	0.24645	0.39651	0.999255	480	1	1.3692	0.20329	0.52084	0.975847	611	4	1.3692
IL2RG	9	0.24767	0.42654	0.999255	481	2	0.83324	0.65676	0.91218	0.999972	1058	5	0.83324
YEATS4	10	0.24852	0.43124	0.999255	482	3	2.5675	0.078336	0.30249	0.914163	342	7	2.5675
UBE2N	10	0.25125	0.43466	0.999255	483	3	2.6353	0.16289	0.47954	0.968599	547	7	2.6353
FFAR1	7	0.25131	0.38296	0.999255	484	2	1.9614	0.49033	0.79794	0.999972	943	5	1.9614
GRIA1	9	0.25161	0.42967	0.999255	485	2	2.3061	0.36007	0.7265	0.999972	823	6	2.3061
luciferase:1040-1059_luciferase_+	1	0.25436	0.25415	0.999255	486	0	0.10001	0.74564	0.74757	0.999972	1113	0	0.10001
CTR9	9	0.25463	0.43219	0.999255	487	2	2.0368	0.044126	0.1881	0.854484	228	5	2.0368
